sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
TELECOMMUNICATIONS - SERVICE,325.00,6.85,TATACOMM,514.30,,513.65,,-,-14.67,17.05
COMPUTERS - SOFTWARE,,33.80,TATAELXSI,1384.85,,1382.35,2403.00,42.27,91.02,18.34
AUTO - LCVS & HCVS,265.80,6.49,TATAMOTORS,526.20,,526.30,598.40,16.99,237.83,116.96
FINANCE - INVESTMENTS,450.65,-,TATAINVEST,589.25,,588.25,690.00,-,419.62,29.92
STEEL - PIG IRON,77.60,5.91,TATAMETALI,382.30,,382.00,512.70,7.40,36.79,12.67
AUTO - LCVS & HCVS,200.20,4.12,TATAMTRDVR,333.80,,335.10,378.15,-,237.83,116.96
PLANTATIONS - TEA & COFFEE,100.00,17.10,TATAGLOBAL,137.15,,137.00,149.80,23.85,89.96,21.73
POWER - GENERATION & DISTRIBUTION,55.00,6.45,TATAPOWER,73.45,,73.65,80.35,28.25,54.60,12.97
TRANSPORT & LOGISTICS,176.00,-,TCI,187.20,,183.35,388.00,-,89.86,29.93
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,47.50,-,TBZ,66.00,,65.90,144.40,-,65.35,25.60
STEEL - LARGE,199.70,-,TATASTEEL,367.85,,368.80,408.60,-,293.24,8.22
STEEL - SPONGE IRON,337.90,-,TATASPONGE,558.60,,555.85,685.00,-,524.36,21.74
ENGINEERING - HEAVY,,27.43,TDPOWERSYS,182.40,,180.25,330.00,-,142.39,35.96
COMPUTERS - SOFTWARE,2115.00,17.91,TCS,2434.60,,2437.80,2770.00,19.32,331.71,18.34
FINANCE - INVESTMENTS,18.20,-,TCIFINANCE,19.70,,19.65,38.80,-,31.10,29.92
CONSTRUCTION & CONTRACTING - REAL ESTATE,262.15,28.83,TCIDEVELOP,341.40,,347.10,411.00,42.89,160.65,26.62
ELECTRIC EQUIPMENT,210.00,17.90,TECHNO,314.00,,307.45,361.50,23.77,88.85,25.82
COMPUTERS - SOFTWARE,407.40,10.42,TECHM,427.25,,427.15,582.00,12.89,147.83,18.34
MISCELLANEOUS,806.65,-,TEAMLEASE,1085.00,,1066.55,1209.45,-,,23.96
INFRASTRUCTURE - GENERAL,89.60,-,TEXRAIL,101.85,,102.00,154.85,-,42.63,25.82
INFRASTRUCTURE - GENERAL,27.55,-,TEXINFRA,39.40,,39.60,44.90,-,40.87,26.62
ENGINEERING,134.00,-,TECHNOFAB,188.90,,188.70,247.00,-,220.73,33.08
HOTELS,56.30,-,TGBHOTELS,92.05,,92.50,135.50,-,39.09,48.76
FINANCE - TERM LENDING INSTITUTIONS,34.75,-,TFCILTD,46.40,,46.40,69.20,-,,4.01
PLASTICS,9.95,-,TEXMOPIPES,25.80,,25.75,39.75,-,59.20,57.42
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,160.10,-,THANGAMAYL,244.75,,243.20,334.10,-,,25.60
FINANCE - GENERAL,5.35,107.50,TFL,8.60,,8.85,16.25,-,22.46,29.92
INFRASTRUCTURE - GENERAL,690.00,-,THERMAX,850.50,,853.35,972.00,-,197.65,24.51
PHARMACEUTICALS,225.10,15.90,THEMISMED,581.80,,577.85,659.00,23.97,87.93,29.36
MISCELLANEOUS,165.00,142.83,THOMASCOOK,197.10,,198.00,228.90,-,29.04,53.88
SUGAR,23.45,-,THIRUSUGAR,63.35,,61.95,118.90,-,178.84,25.97
HOSPITALS & MEDICAL SERVICES,446.00,-,THYROCARE,600.70,,606.05,669.90,-,,58.56
BREWERIES & DISTILLERIES,14.40,-,TI,16.50,,16.50,29.80,-,15.35,41.41
TEXTILES - SYNTHETIC & SILK,7.35,-,THOMASCOTT,12.00,,12.75,19.05,-,,36.52
STEEL - MEDIUM & SMALL,176.05,-,TIIL,338.00,,333.35,377.85,-,212.22,8.22
LUBRICANTS,4181.00,-,TIDEWATER,5567.05,,5559.25,8321.43,-,1534.44,37.72
ENGINEERING - HEAVY,,-,TIL,224.00,,224.60,552.00,-,279.95,28.75
BEARINGS,397.05,-,TIMKEN,553.65,,551.10,629.00,-,,32.27
FINANCE - LEASING & HIRE PURCHASE,17.00,-,TIMESGTY,24.00,,23.50,28.00,-,,29.92
PLASTICS,3.60,-,TIJARIA,5.50,,5.30,10.20,-,,57.42
PACKAGING,40.20,8.14,TIMETECHNO,93.25,,93.65,107.95,13.81,54.43,20.87
METALS - NON FERROUS,56.25,-,TINPLATE,78.50,,78.85,107.70,-,,16.30
CHEMICALS,129.80,9.90,TIRUMALCHM,504.90,,497.45,614.80,15.52,213.63,11.58
MISCELLANEOUS,301.70,-,TITAN,392.75,,393.15,444.50,-,39.31,51.32
MEDIA & ENTERTAINMENT,39.20,-,TIPSINDLTD,63.45,,61.35,83.50,-,,39.93
PLASTICS,24.75,-,TOKYOPLAST,61.40,,61.85,93.70,-,48.25,48.76
DETERGENTS,16.70,-,TNPETRO,21.75,,21.80,26.70,-,31.40,5.65
PAPER,175.05,-,TNPL,319.00,,319.35,346.95,-,,16.34
COMPUTERS - SOFTWARE - TRAINING,,-,TREEHOUSE,30.10,,30.40,357.00,-,,28.41
POWER - GENERATION & DISTRIBUTION,159.80,5.21,TORNTPOWER,174.60,,175.10,252.70,11.43,156.78,12.97
PHARMACEUTICALS,1189.00,14.65,TORNTPHARM,1621.30,,1622.80,1769.50,16.86,200.27,29.36
CABLES - TELEPHONE,2.50,-,TNTELE,3.13,,2.95,3.50,-,,22.03
RETAIL,125.77,-,TRENT,209.50,,209.10,249.80,-,43.27,47.49
PLASTICS,156.00,-,TPLPLASTEH,422.30,,420.75,560.00,-,,37.67
TEXTILES - SPINNING - COTTON BLENDED,37.15,4.19,TRIDENT,47.70,,47.75,62.00,-,33.74,13.00
POWER - TRANSMISSION & EQUIPMENT,165.05,-,TRIL,306.50,,307.35,388.25,-,246.47,16.94
ENGINEERING - HEAVY,202.00,-,TRF,264.20,,265.90,468.90,-,-45.37,25.82
COMPUTERS - SOFTWARE MEDIUM & SMALL,1.15,-,TRICOM,1.59,,1.55,3.45,-,5.68,18.34
SUGAR,23.40,8.01,TRIVENI,58.00,,58.10,67.95,11.62,25.15,25.97
ENGINEERING - HEAVY,88.75,-,TRITURBINE,118.95,,120.55,135.70,-,8.87,35.96
DOMESTIC APPLIANCES,3582.00,-,TTKPRESTIG,5040.15,,5078.15,5540.00,-,,48.76
COMPUTERS - SOFTWARE MEDIUM & SMALL,37.00,7.00,TRIGYN,92.00,,92.15,140.60,7.10,96.28,18.34
PHARMACEUTICALS,805.50,-,TTKHLTCARE,999.00,,985.75,1124.00,-,,29.36
MEDIA & ENTERTAINMENT,30.75,32.18,TV18BRDCST,42.80,,42.90,48.90,41.15,21.28,39.93
TELECOMMUNICATIONS - SERVICE,,-,TTML,5.70,,5.60,9.40,-,-2.86,17.05
TEXTILES - HOSIERY & KNITWEAR,38.65,-,TTL,45.00,,44.35,60.00,-,,19.66
AUTO - 2 & 3 WHEELERS,226.05,-,TVSMOTOR,348.15,,349.40,357.80,-,30.75,23.47
COMPUTERS - HARDWARE,77.00,-,TVSELECT,93.00,,93.40,160.45,-,27.46,21.15
TYRES,1946.00,-,TVSSRICHAK,3671.25,,3671.60,,-,538.25,11.05
MEDIA & ENTERTAINMENT,228.55,-,TVTODAY,296.90,,297.25,350.00,-,89.15,39.93
INFRASTRUCTURE - GENERAL,84.00,68.57,TWL,107.65,,107.35,166.35,-,59.96,25.82
BREWERIES & DISTILLERIES,690.00,-,UBL,877.55,,877.35,1014.95,-,79.76,41.41
AUTO ANCILLARIES,87.05,,UCALFUEL,154.25,,155.45,186.00,,,
BANKS - PUBLIC SECTOR,27.40,-,UCOBANK,36.35,,36.20,55.35,-,,16.42
TRADING,17.70,-,UBHOLDINGS,42.35,,43.20,48.30,-,-100.94,28.75
MEDIA & ENTERTAINMENT,381.00,-,UFO,453.90,,452.40,623.75,-,,39.93
POWER - TRANSMISSION & EQUIPMENT,15.30,-,UJAAS,22.30,,22.25,31.80,-,,16.39
FINANCE - GENERAL,210.00,-,UJJIVAN,431.10,,432.20,547.50,-,,29.92
PACKAGING,132.50,3.22,UFLEX,271.40,,270.45,307.00,6.07,463.04,20.87
CEMENT - MAJOR,2579.00,27.54,ULTRACEMCO,3857.75,,3861.30,4129.70,42.77,767.31,54.64
SUGAR,8.40,-,UGARSUGAR,41.90,,41.95,73.20,-,,25.97
TRADING,29.20,-,UNIENTER,66.50,,65.05,78.00,-,,28.75
BANKS - PUBLIC SECTOR,104.00,-,UNIONBANK,135.65,,135.40,188.60,-,297.73,16.42
FOOD PROCESSING,47.40,-,UMANGDAIRY,74.30,,72.90,,-,,59.26
PHARMACEUTICALS,188.50,-,UNICHEMLAB,265.90,,265.05,334.10,-,105.08,29.36
BANKS - PUBLIC SECTOR,16.05,-,UNITEDBNK,20.25,,20.15,25.45,-,,16.42
CONSTRUCTION & CONTRACTING - CIVIL,3.45,-,UNITECH,5.76,,5.75,9.05,-,38.37,26.62
MISCELLANEOUS,108.00,-,UNIPLY,249.25,,250.95,321.90,-,16.50,31.70
CONSTRUCTION & CONTRACTING - CIVIL,8.70,-,UNITY,11.00,,10.40,17.75,-,-0.94,48.32
SUGAR,31.90,-,UPERGANGES,367.45,,366.90,532.00,-,35.31,25.97
CHEMICALS,367.25,17.10,UPL,650.35,,650.30,710.70,23.12,134.27,39.84
FOOD PROCESSING,,-,USHERAGRO,11.21,,11.15,49.25,-,28.14,59.26
PLANTATIONS - TEA & COFFEE,286.25,-,UNITEDTEA,,,358.80,569.00,-,,21.73
CABLES - POWER & OTHERS,48.60,-,UNIVCABLES,79.20,,79.55,101.00,-,,19.60
STEEL - CR & HR STRIPS,,-,UVSL,0.43,,0.45,0.92,-,,20.63
SUGAR,10.45,-,UTTAMSUGAR,53.60,,53.60,98.00,-,,25.97
STEEL - MEDIUM & SMALL,6.70,-,USHAMART,11.84,,11.85,18.45,-,42.60,7.29
TRADING,41.50,-,V2RETAIL,113.20,,113.05,126.30,-,110.45,47.49
FINANCE - GENERAL,688.50,-,UTINIFTETF,,,873.00,909.70,-,,-
STEEL - GP & GC SHEETS,22.50,-,UTTAMSTL,28.85,,28.45,40.70,-,-12.73,14.36
COMPUTERS - SOFTWARE MEDIUM & SMALL,104.75,21.12,VAKRANGEE,237.60,,237.85,,29.15,28.74,18.34
FOOD PROCESSING,398.00,-,VADILALIND,561.60,,557.60,764.80,-,92.94,59.26
MISCELLANEOUS,234.00,15.04,VAIBHAVGBL,299.35,,301.40,620.00,23.68,112.94,25.60
FINANCE - GENERAL,227.60,-,UTISENSETF,280.00,,281.70,300.00,-,,-
CONSUMER GOODS - WHITE GOODS,9.60,-,VALUEIND,11.90,,11.85,18.95,-,,48.76
CONSTRUCTION & CONTRACTING - CIVIL,23.30,-,VALECHAENG,27.70,,26.55,61.90,-,98.16,26.62
TEXTILES - MANMADE,25.05,-,VARDHACRLC,,,41.20,46.90,-,,11.74
TEXTILES - SPINNING - COTTON BLENDED,32.90,-,VARDMNPOLY,41.50,,41.35,61.50,-,-13.30,13.00
MINING & MINERALS,58.15,-,VEDL,168.10,,168.60,180.80,-,132.48,12.32
MISCELLANEOUS,220.00,-,VENKEYS,503.55,,505.75,577.00,-,,24.26
STEEL - SPONGE IRON,2.25,-,VASWANI,7.85,,7.80,9.80,-,,21.74
PHARMACEUTICALS,65.20,-,VENUSREM,105.35,,106.20,146.50,-,382.47,29.36
CONSTRUCTION & CONTRACTING - REAL ESTATE,20.55,18.24,VASCONEQ,31.00,,30.30,41.25,81.58,39.17,26.62
MISCELLANEOUS,78.00,-,VGUARD,183.50,,182.85,197.70,-,,51.12
CEMENT - PRODUCTS & BUILDING MATERIALS,655.30,-,VESUVIUS,1011.95,,1001.65,1092.00,-,,91.43
BANKS - PUBLIC SECTOR,28.20,-,VIJAYABANK,38.45,,38.35,45.90,-,,16.42
DYES & PIGMENTS,49.45,-,VIDHIDYE,55.45,,55.30,74.20,-,,25.35
HOTELS,12.50,3.72,VICEROY,19.60,,19.85,25.30,9.29,38.24,48.76
ELECTRIC EQUIPMENT,72.60,-,VETO,130.50,,129.55,,-,32.44,19.60
FINANCE - INVESTMENTS,11.00,47.85,VIKASECO,12.92,,12.80,25.40,99.38,2.40,20.06
CONSUMER GOODS - ELECTRONIC,98.75,-,VIDEOIND,103.90,,104.35,145.55,-,241.88,2.90
EDIBLE OILS & SOLVENT EXTRACTION,39.05,2.75,VIMALOIL,42.30,,40.25,82.90,-,-61.27,16.91
CHEMICALS,360.95,-,VINATIORGA,604.65,,604.50,634.80,-,,21.28
MISCELLANEOUS,59.25,-,VIMTALABS,95.55,,95.20,114.80,-,,23.96
TEXTILES - SPINNING - SYNTHETIC BLENDED,807.70,-,VHL,1472.00,,1415.05,,-,,29.92
CONSTRUCTION & CONTRACTING - HOUSING,7.75,-,VIJSHAN,11.25,,10.85,14.45,-,,26.62
FINANCE - GENERAL,79.00,-,VIJIFIN,128.40,,127.95,,-,,29.92
CABLES - TELEPHONE,546.00,-,VINDHYATEL,583.50,,582.35,975.00,-,413.97,22.03
CONSTRUCTION & CONTRACTING - REAL ESTATE,39.30,,VIPULLTD,84.00,,84.80,100.70,,,
PLASTICS,77.60,-,VIPIND,130.10,,130.60,,-,24.01,37.67
CHEMICALS,40.00,-,VINYLINDIA,62.10,,61.95,81.15,-,,32.86
STEEL - LARGE,12.30,-,VISASTEEL,14.00,,14.20,21.20,-,-74.57,8.22
CEMENT - PRODUCTS & BUILDING MATERIALS,88.00,-,VISAKAIND,183.65,,184.05,215.00,-,,36.77
CHEMICALS,158.05,-,VISHNU,275.35,,273.45,472.00,-,,17.52
FINANCE - INVESTMENTS,1.95,-,VIVIDHA,2.08,,2.10,73.43,-,,36.52
COMPUTERS - SOFTWARE MEDIUM & SMALL,,-,VISESHINFO,0.10,,0.10,0.20,-,1.18,18.34
PHARMACEUTICALS,58.40,5.54,VIVIMEDLAB,101.80,,101.75,,9.44,61.01,29.36
FINANCE - LEASING & HIRE PURCHASE,28.25,-,VLSFINANCE,63.65,,63.65,86.40,-,62.72,29.92
RETAIL,425.00,-,VMART,503.00,,495.15,684.90,-,,163.10
ENGINEERING,,-,VKSPL,0.09,,0.10,0.20,-,,33.08
DIVERSIFIED,211.00,26.45,VOLTAS,368.20,,370.15,401.80,28.15,72.39,16.38
INFRASTRUCTURE - GENERAL,408.80,23.40,WABAG,548.30,,545.30,769.60,27.87,181.89,24.51
TEXTILES - SPINNING - COTTON BLENDED,680.00,6.67,VTL,1062.10,,1061.70,1120.00,11.06,604.48,13.00
CIGARETTES,1465.05,-,VSTIND,2250.00,,2237.55,2525.00,-,,30.45
POWER - TRANSMISSION & EQUIPMENT,649.55,-,VOLTAMP,767.55,,767.00,962.00,-,,16.94
ENGINEERING - HEAVY,116.00,-,WALCHANNAG,155.40,,155.50,190.00,-,,25.82
TRANSPORT & LOGISTICS,251.80,-,VRLLOG,300.05,,300.00,450.00,-,,46.17
STEEL - MEDIUM & SMALL,30.60,-,VSSL,75.90,,75.85,87.50,-,,71.86
AUTO ANCILLARIES,5165.60,-,WABCOINDIA,6178.60,,6136.75,7398.70,-,,49.54
CONSTRUCTION & CONTRACTING - CIVIL,42.50,30.79,WELENT,60.05,,60.15,72.50,-,86.54,26.62
STEEL - TUBES & PIPES,69.25,2.85,WELCORP,70.50,,70.70,122.95,9.28,115.54,11.97
AUTO - TRACTORS,1265.05,-,VSTTILLERS,1875.00,,1877.45,2043.00,-,,39.07
FINANCE - INVESTMENTS,151.10,-,WEIZFOREX,157.00,,158.30,235.00,-,77.73,29.92
MISCELLANEOUS,16.60,-,WEBELSOLAR,38.90,,39.35,62.55,-,,51.12
PHARMACEUTICALS,37.00,-,WANBURY,44.70,,44.65,93.30,-,-112.21,29.36
TEXTILES - PROCESSING,13.30,-,WEIZMANIND,27.30,,26.25,39.00,-,32.02,13.80
ABRASIVES,1626.00,,WENDT,1835.00,,1852.10,2178.35,,,
TEXTILES - WEAVING,46.05,4.72,WELSPUNIND,52.40,,52.45,119.90,7.10,19.78,9.21
FINANCE - INVESTMENTS,37.10,-,WELINV,71.00,,74.00,84.90,-,,29.92
ENGINEERING - HEAVY,21.75,-,WINDMACHIN,35.00,,35.45,54.95,-,,25.82
FINANCE - INVESTMENTS,50.00,-,WILLAMAGOR,58.80,,57.80,89.50,-,139.36,29.92
AUTO ANCILLARIES,763.50,-,WHEELS,1290.00,,1272.40,1419.00,-,,24.56
PHARMACEUTICALS,705.75,29.89,WOCKPHARMA,863.45,,863.90,1745.00,53.97,323.29,29.36
COMPUTERS - SOFTWARE,,11.35,WIPRO,472.45,,472.20,613.30,13.11,183.81,18.34
TEXTILES - SPINNING - COTTON BLENDED,0.55,0.75,WINSOME,1.82,,1.90,2.70,-,-20.78,13.00
CONSUMER GOODS - WHITE GOODS,555.55,-,WHIRLPOOL,1017.80,,1017.80,1037.80,-,,48.76
PAPER,52.75,-,WSTCSTPAPR,107.50,,104.20,116.90,-,,16.34
MISCELLANEOUS,278.00,-,WONDERLA,376.65,,370.45,429.85,-,,53.88
COMPUTERS - SOFTWARE MEDIUM & SMALL,24.10,-,XCHANGING,57.70,,56.30,106.45,-,29.89,18.34
MEDIA & ENTERTAINMENT,350.10,48.25,ZEEL,544.70,,549.70,,52.32,43.88,39.93
BANKS - PRIVATE SECTOR,631.55,-,YESBANK,1230.55,,1230.80,1449.00,-,326.41,22.68
CONSTRUCTION & CONTRACTING - REAL ESTATE,1220.10,-,ZANDUREALT,1394.85,,1387.55,1698.00,-,,26.62
PACKAGING,37.70,-,XPROINDIA,50.50,,49.35,66.15,-,70.07,20.87
ELECTRIC EQUIPMENT,6.55,-,WSI,9.60,,9.25,15.30,-,-76.65,51.12
ELECTRICALS,36.70,-,ZICOM,39.95,,39.85,143.90,-,158.99,22.34
MEDIA & ENTERTAINMENT,16.65,25.10,ZEEMEDIA,25.85,,25.75,31.25,"2,585.00",9.32,39.93
COMPUTERS - SOFTWARE - TRAINING,26.50,-,ZEELEARN,34.00,,34.15,46.80,-,7.80,109.90
COMPUTERS - SOFTWARE,761.55,12.73,ZENSARTECH,1010.00,,1010.95,1136.00,14.60,318.65,18.34
COMPUTERS - SOFTWARE MEDIUM & SMALL,58.35,-,ZENTEC,76.95,,76.00,134.45,-,14.56,18.34
TEXTILES - SYNTHETIC & SILK,36.70,-,ZENITHEXPO,50.00,,50.00,65.90,-,,15.27
VANASPATI & OILS,632.25,30.40,ZYDUSWELL,875.00,,877.30,920.90,32.37,122.12,52.28
FERTILISERS,117.15,-,ZUARI,175.00,,175.75,209.15,-,217.53,13.84
FERTILISERS,79.10,-,ZUARIGLOB,96.00,,95.20,136.00,-,238.09,13.84
COMPUTERS - SOFTWARE MEDIUM & SMALL,2.55,-,ZYLOG,2.97,,2.90,7.25,-,-63.80,18.34
TEXTILES - READYMADE APPARELS,,119.66,ZODIACLOTH,193.85,,192.85,290.00,-,134.39,36.52
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,30.50,-,ZODJRDMKJ,36.00,,36.00,52.00,-,,25.60
